# X-ray-like data generated for model core_shell_sphere with parameters:
# radius = 150
# thickness = 40
# sld_core = 4
# sld_shell = 4
# sld_solvent = 6
# scale = 0.012
# background = 0.001
#    Q             counts           error          sigmaQ
8.156644e-03    8.381538e+01    1.071201e-02    1.147914e-04
8.211347e-03    8.320767e+01    1.067310e-02    1.149712e-04
8.266417e-03    8.262989e+01    1.063599e-02    1.151532e-04
8.321856e-03    8.203416e+01    1.059758e-02    1.153374e-04
8.377668e-03    8.143459e+01    1.055877e-02    1.155237e-04
8.433853e-03    8.083981e+01    1.052015e-02    1.157122e-04
8.490415e-03    8.022523e+01    1.048008e-02    1.159030e-04
8.547357e-03    7.963836e+01    1.044168e-02    1.160960e-04
8.604680e-03    7.904526e+01    1.040272e-02    1.162912e-04
8.662388e-03    7.841128e+01    1.036092e-02    1.164888e-04
8.720483e-03    7.779699e+01    1.032026e-02    1.166887e-04
8.778968e-03    7.717066e+01    1.027863e-02    1.168909e-04
8.837844e-03    7.652619e+01    1.023562e-02    1.170955e-04
8.897116e-03    7.590788e+01    1.019419e-02    1.173025e-04
8.956785e-03    7.528223e+01    1.015209e-02    1.175119e-04
9.016854e-03    7.462160e+01    1.010745e-02    1.177237e-04
9.077327e-03    7.398019e+01    1.006391e-02    1.179380e-04
9.138204e-03    7.334181e+01    1.002040e-02    1.181548e-04
9.199490e-03    7.268536e+01    9.975452e-03    1.183740e-04
9.261187e-03    7.203366e+01    9.930631e-03    1.185959e-04
9.323298e-03    7.137393e+01    9.885051e-03    1.188203e-04
9.385825e-03    7.070533e+01    9.838643e-03    1.190472e-04
9.448772e-03    7.004502e+01    9.792593e-03    1.192768e-04
9.512141e-03    6.938877e+01    9.746612e-03    1.195091e-04
9.575935e-03    6.869312e+01    9.697633e-03    1.197440e-04
9.640156e-03    6.803482e+01    9.651055e-03    1.199816e-04
9.704809e-03    6.733905e+01    9.601579e-03    1.202219e-04
9.769895e-03    6.665923e+01    9.552989e-03    1.204649e-04
9.835417e-03    6.597609e+01    9.503912e-03    1.207107e-04
9.901379e-03    6.528703e+01    9.454152e-03    1.209594e-04
9.967784e-03    6.459983e+01    9.404264e-03    1.212108e-04
1.003463e-02    6.387829e+01    9.351596e-03    1.214651e-04
1.010193e-02    6.319726e+01    9.301613e-03    1.217223e-04
1.016968e-02    6.248181e+01    9.248811e-03    1.219824e-04
1.023788e-02    6.179873e+01    9.198116e-03    1.222454e-04
1.030655e-02    6.108314e+01    9.144708e-03    1.225114e-04
1.037567e-02    6.036095e+01    9.090487e-03    1.227804e-04
1.044525e-02    5.967379e+01    9.038595e-03    1.230524e-04
1.051530e-02    5.894372e+01    8.983133e-03    1.233275e-04
1.058583e-02    5.821733e+01    8.927612e-03    1.236056e-04
1.065682e-02    5.749443e+01    8.872010e-03    1.238868e-04
1.072829e-02    5.679102e+01    8.817570e-03    1.241712e-04
1.080024e-02    5.606382e+01    8.760935e-03    1.244587e-04
1.087267e-02    5.532980e+01    8.703395e-03    1.247495e-04
1.094559e-02    5.461091e+01    8.646670e-03    1.250434e-04
1.101900e-02    5.387395e+01    8.588130e-03    1.253406e-04
1.109290e-02    5.315997e+01    8.531030e-03    1.256411e-04
1.116729e-02    5.241454e+01    8.471007e-03    1.259449e-04
1.124219e-02    5.168064e+01    8.411492e-03    1.262521e-04
1.131758e-02    5.093681e+01    8.350740e-03    1.265626e-04
1.139349e-02    5.020536e+01    8.290566e-03    1.268765e-04
1.146990e-02    4.947598e+01    8.230123e-03    1.271938e-04
1.154682e-02    4.875014e+01    8.169530e-03    1.275146e-04
1.162426e-02    4.799993e+01    8.106425e-03    1.278390e-04
1.170222e-02    4.726636e+01    8.044243e-03    1.281668e-04
1.178070e-02    4.653593e+01    7.981845e-03    1.284982e-04
1.185971e-02    4.579453e+01    7.918007e-03    1.288332e-04
1.193925e-02    4.505190e+01    7.853543e-03    1.291718e-04
1.201932e-02    4.429390e+01    7.787195e-03    1.295141e-04
1.209993e-02    4.357065e+01    7.723358e-03    1.298600e-04
1.218108e-02    4.283403e+01    7.657792e-03    1.302097e-04
1.226277e-02    4.211016e+01    7.592810e-03    1.305631e-04
1.234501e-02    4.135607e+01    7.524519e-03    1.309203e-04
1.242780e-02    4.060766e+01    7.456123e-03    1.312813e-04
1.251115e-02    3.989648e+01    7.390544e-03    1.316462e-04
1.259506e-02    3.916152e+01    7.322155e-03    1.320149e-04
1.267953e-02    3.842133e+01    7.252627e-03    1.323876e-04
1.276456e-02    3.770391e+01    7.184596e-03    1.327642e-04
1.285017e-02    3.696486e+01    7.113833e-03    1.331448e-04
1.293635e-02    3.624326e+01    7.044055e-03    1.335294e-04
1.302311e-02    3.552097e+01    6.973512e-03    1.339181e-04
1.311045e-02    3.479528e+01    6.901910e-03    1.343108e-04
1.319838e-02    3.407641e+01    6.830241e-03    1.347077e-04
1.328689e-02    3.337408e+01    6.759488e-03    1.351087e-04
1.337600e-02    3.265966e+01    6.686749e-03    1.355139e-04
1.346571e-02    3.195012e+01    6.613712e-03    1.359233e-04
1.355602e-02    3.124234e+01    6.540047e-03    1.363370e-04
1.364693e-02    3.053719e+01    6.465821e-03    1.367549e-04
1.373846e-02    2.982519e+01    6.389998e-03    1.371772e-04
1.383059e-02    2.914423e+01    6.316630e-03    1.376039e-04
1.392335e-02    2.845749e+01    6.241766e-03    1.380349e-04
1.401673e-02    2.777274e+01    6.166213e-03    1.384704e-04
1.411073e-02    2.709117e+01    6.090079e-03    1.389104e-04
1.420537e-02    2.642360e+01    6.014578e-03    1.393548e-04
1.430064e-02    2.573364e+01    5.935533e-03    1.398038e-04
1.439654e-02    2.506049e+01    5.857387e-03    1.402574e-04
1.449310e-02    2.439975e+01    5.779654e-03    1.407155e-04
1.459029e-02    2.375269e+01    5.702503e-03    1.411784e-04
1.468815e-02    2.311486e+01    5.625418e-03    1.416459e-04
1.478665e-02    2.246219e+01    5.545429e-03    1.421181e-04
1.488582e-02    2.182265e+01    5.465914e-03    1.425951e-04
1.498565e-02    2.118327e+01    5.385247e-03    1.430769e-04
1.508616e-02    2.055784e+01    5.305153e-03    1.435635e-04
1.518733e-02    1.994183e+01    5.225063e-03    1.440550e-04
1.528919e-02    1.933484e+01    5.144930e-03    1.445514e-04
1.539172e-02    1.872792e+01    5.063536e-03    1.450528e-04
1.549495e-02    1.812681e+01    4.981610e-03    1.455591e-04
1.559887e-02    1.753385e+01    4.899454e-03    1.460705e-04
1.570348e-02    1.695661e+01    4.818131e-03    1.465869e-04
1.580880e-02    1.638722e+01    4.736545e-03    1.471084e-04
1.591482e-02    1.581792e+01    4.653544e-03    1.476351e-04
1.602156e-02    1.527023e+01    4.572271e-03    1.481669e-04
1.612901e-02    1.471709e+01    4.488695e-03    1.487040e-04
1.623718e-02    1.417250e+01    4.404863e-03    1.492463e-04
1.634607e-02    1.364883e+01    4.322717e-03    1.497940e-04
1.645570e-02    1.313323e+01    4.240283e-03    1.503469e-04
1.656606e-02    1.261794e+01    4.156266e-03    1.509052e-04
1.667716e-02    1.211293e+01    4.072242e-03    1.514690e-04
1.678901e-02    1.162264e+01    3.988976e-03    1.520381e-04
1.690160e-02    1.113430e+01    3.904276e-03    1.526128e-04
1.701496e-02    1.064872e+01    3.818193e-03    1.531930e-04
1.712907e-02    1.018566e+01    3.734252e-03    1.537788e-04
1.724395e-02    9.735310e+00    3.650766e-03    1.543703e-04
1.735959e-02    9.290627e+00    3.566413e-03    1.549673e-04
1.747602e-02    8.852138e+00    3.481234e-03    1.555701e-04
1.759322e-02    8.431538e+00    3.397524e-03    1.561786e-04
